commune_code;commune_name;exprimes_nb;vote_C;vote_D;vote_ED;vote_G;resultat_election_2017
01045;Birieux;158;32.0;49.0;62.0;15.0;Extrême-Droite
01046;Biziat;485;90.0;147.0;175.0;73.0;Extrême-Droite
01047;Blyes;572;125.0;170.0;159.0;118.0;Droite
01049;La Boisse;1759;411.0;496.0;451.0;401.0;Droite
01050;Boissey;187;14.0;56.0;83.0;34.0;Extrême-Droite
01051;Bolozon;76;14.0;17.0;19.0;26.0;Gauche
01052;Bouligneux;225;39.0;97.0;51.0;38.0;Droite
01053;Bourg-en-Bresse;16939;4339.0;4648.0;2795.0;5157.0;Gauche
01054;Bourg-Saint-Christophe;812;177.0;211.0;243.0;181.0;Extrême-Droite
01056;Boyeux-Saint-Jérôme;242;40.0;79.0;82.0;41.0;Extrême-Droite
01057;Boz;319;58.0;68.0;121.0;72.0;Extrême-Droite
01058;Brégnier-Cordon;489;98.0;129.0;144.0;118.0;Extrême-Droite
01059;Brénaz;76;21.0;24.0;16.0;15.0;Droite
01060;Brénod;330;59.0;115.0;88.0;68.0;Droite
01061;Brens;712;168.0;180.0;217.0;147.0;Extrême-Droite
01062;Bressolles;521;131.0;180.0;113.0;97.0;Droite
01063;Brion;302;69.0;121.0;73.0;39.0;Droite
01064;Briord;558;96.0;97.0;233.0;132.0;Extrême-Droite
01065;Buellas;1118;291.0;372.0;240.0;215.0;Droite
01066;La Burbanche;60;3.0;18.0;22.0;17.0;Extrême-Droite
01067;Ceignes;148;35.0;52.0;34.0;27.0;Droite
01068;Cerdon;370;54.0;92.0;146.0;78.0;Extrême-Droite
01069;Certines;920;203.0;261.0;262.0;194.0;Extrême-Droite
01071;Cessy;2044;537.0;790.0;305.0;412.0;Droite
01072;Ceyzériat;1782;440.0;524.0;368.0;450.0;Droite
01073;Ceyzérieu;697;158.0;172.0;184.0;183.0;Extrême-Droite
01074;Chalamont;1202;210.0;348.0;401.0;243.0;Extrême-Droite
01075;Chaleins;728;127.0;238.0;220.0;143.0;Droite
01076;Chaley;95;15.0;24.0;32.0;24.0;Extrême-Droite
01077;Challes-la-Montagne;121;14.0;37.0;47.0;23.0;Extrême-Droite
01078;Challex;581;145.0;215.0;82.0;139.0;Droite
01079;Champagne-en-Valromey;427;86.0;152.0;69.0;120.0;Droite
01080;Champdor-Corcelles;397;82.0;114.0;85.0;116.0;Gauche
01081;Champfromier;418;59.0;130.0;114.0;115.0;Droite
01082;Chanay;301;56.0;84.0;81.0;80.0;Droite
01083;Chaneins;551;84.0;162.0;212.0;93.0;Extrême-Droite
01084;Chanoz-Châtenay;478;108.0;150.0;154.0;66.0;Extrême-Droite
01085;La Chapelle-du-Châtelard;241;41.0;88.0;77.0;35.0;Droite
01087;Charix;175;34.0;56.0;41.0;44.0;Droite
01088;Charnoz-sur-Ain;643;127.0;158.0;250.0;108.0;Extrême-Droite
01089;Château-Gaillard;1166;225.0;295.0;390.0;256.0;Extrême-Droite
01090;Châtenay;214;37.0;80.0;54.0;43.0;Droite
01091;Châtillon-en-Michaille;1737;364.0;486.0;442.0;445.0;Droite
01092;Châtillon-la-Palud;973;188.0;236.0;331.0;218.0;Extrême-Droite
01093;Châtillon-sur-Chalaronne;2676;551.0;930.0;682.0;513.0;Droite
01094;Chavannes-sur-Reyssouze;420;90.0;119.0;125.0;86.0;Extrême-Droite
01095;Nivigne et Suran;451;90.0;108.0;123.0;130.0;Gauche
01096;Chaveyriat;609;128.0;172.0;190.0;119.0;Extrême-Droite
01097;Chavornay;149;39.0;37.0;34.0;39.0;Gauche
01098;Chazey-Bons;587;127.0;150.0;165.0;145.0;Extrême-Droite
01099;Chazey-sur-Ain;974;221.0;243.0;319.0;191.0;Extrême-Droite
01100;Cheignieu-la-Balme;110;24.0;26.0;22.0;38.0;Gauche
01101;Chevillard;116;24.0;31.0;35.0;26.0;Extrême-Droite
01102;Chevroux;512;107.0;136.0;188.0;81.0;Extrême-Droite
01103;Chevry;651;175.0;255.0;99.0;122.0;Droite
01104;Chézery-Forens;250;37.0;94.0;64.0;55.0;Droite
01105;Civrieux;976;246.0;312.0;265.0;153.0;Droite
01106;Cize;108;8.0;32.0;29.0;39.0;Gauche
01107;Cleyzieu;100;19.0;31.0;26.0;24.0;Droite
01108;Coligny;688;140.0;214.0;187.0;147.0;Droite
01109;Collonges;825;182.0;218.0;182.0;243.0;Gauche
01110;Colomieu;106;21.0;17.0;25.0;43.0;Gauche
01111;Conand;82;15.0;23.0;14.0;30.0;Gauche
01112;Condamine;220;34.0;76.0;70.0;40.0;Droite
01113;Condeissiat;482;123.0;148.0;123.0;88.0;Droite
01114;Confort;324;58.0;92.0;85.0;89.0;Droite
01115;Confrançon;718;152.0;198.0;224.0;144.0;Extrême-Droite
01116;Contrevoz;359;69.0;83.0;115.0;92.0;Extrême-Droite
01117;Conzieu;93;21.0;17.0;29.0;26.0;Extrême-Droite
01118;Corbonod;593;100.0;167.0;165.0;161.0;Droite
01121;Corlier;70;15.0;23.0;22.0;10.0;Droite
01122;Cormaranche-en-Bugey;539;122.0;163.0;115.0;139.0;Droite
01123;Cormoranche-sur-Saône;674;151.0;208.0;174.0;141.0;Droite
01124;Cormoz;430;81.0;108.0;156.0;85.0;Extrême-Droite
01125;Corveissiat;374;55.0;91.0;129.0;99.0;Extrême-Droite
01127;Courmangoux;330;71.0;96.0;84.0;79.0;Droite
01128;Courtes;163;28.0;43.0;57.0;35.0;Extrême-Droite
01129;Crans;179;28.0;47.0;63.0;41.0;Extrême-Droite
01130;Cras-sur-Reyssouze;834;214.0;224.0;243.0;153.0;Extrême-Droite
01133;Cressin-Rochefort;286;69.0;76.0;70.0;71.0;Droite
01134;Crottet;1088;250.0;312.0;320.0;206.0;Extrême-Droite
01135;Crozet;900;208.0;294.0;179.0;219.0;Droite
01136;Cruzilles-lès-Mépillat;490;97.0;159.0;160.0;74.0;Extrême-Droite
01138;Culoz;1443;282.0;306.0;439.0;416.0;Extrême-Droite
01139;Curciat-Dongalon;257;54.0;78.0;88.0;37.0;Extrême-Droite
01140;Curtafond;468;71.0;149.0;145.0;103.0;Droite
01141;Cuzieu;283;69.0;75.0;68.0;71.0;Droite
01142;Dagneux;2474;518.0;664.0;721.0;571.0;Extrême-Droite
01143;Divonne-les-Bains;4435;1352.0;1956.0;478.0;649.0;Droite
01144;Dommartin;491;115.0;141.0;146.0;89.0;Extrême-Droite
01145;Dompierre-sur-Veyle;696;123.0;185.0;247.0;141.0;Extrême-Droite
01146;Dompierre-sur-Chalaronne;226;56.0;71.0;58.0;41.0;Droite
01147;Domsure;296;62.0;86.0;97.0;51.0;Extrême-Droite
01148;Dortan;980;209.0;303.0;295.0;173.0;Droite
01149;Douvres;680;163.0;194.0;163.0;160.0;Droite
01150;Drom;148;25.0;36.0;33.0;54.0;Gauche
01151;Druillat;718;135.0;208.0;245.0;130.0;Extrême-Droite
01152;Echallon;488;94.0;160.0;122.0;112.0;Droite
01153;Echenevex;874;247.0;357.0;109.0;161.0;Droite
01154;Etrez;469;94.0;141.0;143.0;91.0;Extrême-Droite
01155;Evosges;106;11.0;32.0;42.0;21.0;Extrême-Droite
01156;Faramans;527;78.0;151.0;216.0;82.0;Extrême-Droite
01157;Fareins;1351;338.0;466.0;289.0;258.0;Droite
01158;Farges;410;81.0;132.0;96.0;101.0;Droite
01159;Feillens;2017;461.0;742.0;487.0;327.0;Droite
01160;Ferney-Voltaire;2748;854.0;796.0;282.0;816.0;Centre
01162;Flaxieu;67;11.0;30.0;19.0;7.0;Droite
01163;Foissiat;1151;241.0;394.0;314.0;202.0;Droite
01165;Francheleins;866;193.0;259.0;272.0;142.0;Extrême-Droite
01166;Frans;1391;398.0;405.0;350.0;238.0;Droite
01167;Garnerans;462;98.0;116.0;156.0;92.0;Extrême-Droite
01169;Genouilleux;341;67.0;108.0;107.0;59.0;Droite
01170;Beard-Géovreissiat;526;113.0;141.0;180.0;92.0;Extrême-Droite
01171;Géovreisset;495;102.0;177.0;128.0;88.0;Droite
01173;Gex;4658;1327.0;1458.0;707.0;1166.0;Droite
01174;Giron;99;21.0;41.0;23.0;14.0;Droite
01175;Gorrevod;472;105.0;137.0;118.0;112.0;Droite
01177;Grand-Corent;120;16.0;31.0;22.0;51.0;Gauche
01179;Grièges;1160;257.0;345.0;312.0;246.0;Droite
01180;Grilly;384;93.0;204.0;37.0;50.0;Droite
01181;Groissiat;674;142.0;233.0;182.0;117.0;Droite
01183;Guéreins;821;172.0;275.0;252.0;122.0;Droite
01184;Hautecourt-Romanèche;471;104.0;125.0;116.0;126.0;Gauche
01185;Hauteville-Lompnes;1618;303.0;433.0;406.0;476.0;Gauche
01186;Hostiaz;67;6.0;22.0;21.0;18.0;Droite
01187;Haut Valromey;514;96.0;188.0;95.0;135.0;Droite
01188;Illiat;406;66.0;149.0;144.0;47.0;Droite
01189;Injoux-Génissiat;599;135.0;100.0;201.0;163.0;Extrême-Droite
01190;Innimond;85;16.0;24.0;23.0;22.0;Droite
01191;Izenave;115;20.0;53.0;25.0;17.0;Droite
01192;Izernore;1208;209.0;388.0;381.0;230.0;Droite
01193;Izieu;136;26.0;42.0;35.0;33.0;Droite
01194;Jassans-Riottier;3305;780.0;927.0;857.0;741.0;Droite
01195;Jasseron;987;276.0;280.0;229.0;202.0;Droite
01196;Jayat;635;100.0;189.0;231.0;115.0;Extrême-Droite
01197;Journans;240;55.0;61.0;48.0;76.0;Gauche
01198;Joyeux;158;27.0;62.0;31.0;38.0;Droite
01199;Jujurieux;1171;205.0;313.0;325.0;328.0;Gauche
01200;Labalme;104;27.0;24.0;23.0;30.0;Gauche
01202;Lagnieu;3860;813.0;1030.0;1081.0;936.0;Extrême-Droite
01203;Laiz;744;179.0;194.0;205.0;166.0;Extrême-Droite
01204;Le Poizat-Lalleyriat;430;103.0;122.0;109.0;96.0;Droite
01205;Lancrans;531;103.0;183.0;123.0;122.0;Droite
01206;Lantenay;188;42.0;60.0;51.0;35.0;Droite
01207;Lapeyrouse;222;25.0;98.0;70.0;29.0;Droite
01208;Lavours;103;12.0;22.0;34.0;35.0;Gauche
01209;Léaz;346;59.0;107.0;100.0;80.0;Droite
01210;Lélex;144;29.0;56.0;28.0;31.0;Droite
01211;Lent;828;194.0;257.0;202.0;175.0;Droite
01212;Lescheroux;429;54.0;107.0;185.0;83.0;Extrême-Droite
01213;Leyment;742;133.0;143.0;265.0;201.0;Extrême-Droite
01214;Leyssard;105;18.0;22.0;29.0;36.0;Gauche
01215;Lhôpital;32;8.0;10.0;7.0;7.0;Droite
01216;Lhuis;488;99.0;151.0;145.0;93.0;Droite
01218;Lochieu;58;6.0;23.0;16.0;13.0;Droite
01219;Lompnas;103;16.0;39.0;27.0;21.0;Droite
01221;Lompnieu;95;20.0;24.0;23.0;28.0;Gauche
01224;Loyettes;1482;280.0;375.0;505.0;322.0;Extrême-Droite
01225;Lurcy;279;55.0;111.0;65.0;48.0;Droite
01227;Magnieu;285;57.0;66.0;108.0;54.0;Extrême-Droite
01228;Maillat;372;69.0;154.0;110.0;39.0;Droite
01229;Malafretaz;682;172.0;219.0;183.0;108.0;Droite
01230;Mantenay-Montlin;181;43.0;52.0;55.0;31.0;Extrême-Droite
01231;Manziat;1262;331.0;397.0;328.0;206.0;Droite
01232;Marboz;1331;286.0;426.0;348.0;271.0;Droite
01233;Marchamp;86;19.0;30.0;22.0;15.0;Droite
01234;Marignieu;128;28.0;26.0;42.0;32.0;Extrême-Droite
01235;Marlieux;542;102.0;169.0;181.0;90.0;Extrême-Droite
01236;Marsonnas;568;163.0;163.0;145.0;97.0;Centre
01237;Martignat;852;157.0;259.0;243.0;193.0;Droite
01238;Massieux;1616;364.0;523.0;399.0;330.0;Droite
01239;Massignieu-de-Rives;401;92.0;119.0;101.0;89.0;Droite
01240;Matafelon-Granges;408;72.0;98.0;152.0;86.0;Extrême-Droite
01241;Meillonnas;817;187.0;243.0;159.0;228.0;Droite
01242;Mérignat;88;13.0;17.0;12.0;46.0;Gauche
01243;Messimy-sur-Saône;745;171.0;255.0;189.0;130.0;Droite
01244;Meximieux;3987;987.0;1035.0;936.0;1029.0;Droite
01245;Bohas-Meyriat-Rignat;594;135.0;150.0;148.0;161.0;Gauche
01246;Mézériat;1141;253.0;369.0;298.0;221.0;Droite
01247;Mijoux;197;32.0;71.0;50.0;44.0;Droite
01248;Mionnay;1371;325.0;438.0;345.0;263.0;Droite
01249;Miribel;5214;1376.0;1556.0;1106.0;1176.0;Droite
01250;Misérieux;1085;305.0;286.0;251.0;243.0;Centre
01252;Mogneneins;477;117.0;158.0;137.0;65.0;Droite
01254;Montagnat;1331;352.0;461.0;274.0;244.0;Droite
01255;Montagnieu;313;78.0;87.0;84.0;64.0;Droite
01257;Montanges;234;45.0;71.0;60.0;58.0;Droite
01258;Montceaux;730;111.0;231.0;253.0;135.0;Extrême-Droite
01259;Montcet;377;89.0;116.0;109.0;63.0;Droite
01260;Le Montellier;170;29.0;83.0;42.0;16.0;Droite
01261;Monthieux;410;93.0;135.0;108.0;74.0;Droite
01262;Montluel;3222;746.0;824.0;788.0;864.0;Gauche
01263;Montmerle-sur-Saône;2261;511.0;780.0;566.0;404.0;Droite
01264;Montracol;589;105.0;183.0;193.0;108.0;Extrême-Droite
01265;Montréal-la-Cluse;1503;333.0;477.0;369.0;324.0;Droite
01266;Montrevel-en-Bresse;1387;326.0;412.0;360.0;289.0;Droite
01267;Nurieux-Volognat;576;119.0;192.0;164.0;101.0;Droite
01268;Murs-et-Gélignieux;166;24.0;69.0;58.0;15.0;Droite
01269;Nantua;1219;294.0;345.0;305.0;275.0;Droite
01272;Neuville-les-Dames;850;169.0;268.0;269.0;144.0;Extrême-Droite
01273;Neuville-sur-Ain;972;188.0;222.0;296.0;266.0;Extrême-Droite
01274;Les Neyrolles;266;52.0;62.0;110.0;42.0;Extrême-Droite
01275;Neyron;1553;388.0;567.0;307.0;291.0;Droite
01276;Niévroz;965;210.0;252.0;294.0;209.0;Extrême-Droite
01277;Nivollet-Montgriffon;84;17.0;20.0;24.0;23.0;Extrême-Droite
01279;Oncieu;73;14.0;23.0;20.0;16.0;Droite
01280;Ordonnaz;94;24.0;40.0;23.0;7.0;Droite
01281;Ornex;1363;401.0;480.0;138.0;344.0;Droite
01282;Outriaz;138;28.0;40.0;39.0;31.0;Droite
01283;Oyonnax;7736;1619.0;2322.0;1701.0;2094.0;Droite
01284;Ozan;381;67.0;90.0;133.0;91.0;Extrême-Droite
01285;Parcieux;739;204.0;233.0;156.0;146.0;Droite
01286;Parves et Nattages;624;146.0;147.0;127.0;204.0;Gauche
01288;Péron;1013;236.0;360.0;202.0;215.0;Droite
01289;Péronnas;3561;970.0;1079.0;673.0;839.0;Droite
01290;Pérouges;802;174.0;306.0;182.0;140.0;Droite
01291;Perrex;511;114.0;180.0;146.0;71.0;Droite
01293;Peyriat;117;27.0;32.0;37.0;21.0;Extrême-Droite
01294;Peyrieu;451;89.0;123.0;122.0;117.0;Droite
01295;Peyzieux-sur-Saône;368;61.0;108.0;122.0;77.0;Extrême-Droite
01296;Pirajoux;213;28.0;58.0;81.0;46.0;Extrême-Droite
01297;Pizay;549;137.0;141.0;171.0;100.0;Extrême-Droite
01298;Plagne;85;22.0;25.0;19.0;19.0;Droite
01299;Le Plantay;330;43.0;128.0;115.0;44.0;Droite
01301;Polliat;1572;344.0;548.0;391.0;289.0;Droite
01302;Pollieu;121;23.0;24.0;32.0;42.0;Gauche
01303;Poncin;898;172.0;242.0;273.0;211.0;Extrême-Droite
01304;Pont-d'Ain;1382;259.0;364.0;443.0;316.0;Extrême-Droite
01305;Pont-de-Vaux;1073;255.0;334.0;240.0;244.0;Droite
01306;Pont-de-Veyle;724;169.0;176.0;192.0;187.0;Extrême-Droite
01307;Port;464;92.0;164.0;109.0;99.0;Droite
01308;Pougny;298;70.0;81.0;53.0;94.0;Gauche
01309;Pouillat;54;7.0;13.0;24.0;10.0;Extrême-Droite
01310;Prémeyzel;112;17.0;21.0;47.0;27.0;Extrême-Droite
01311;Prémillieu;33;11.0;5.0;11.0;6.0;Centre
01313;Prévessin-Moëns;2877;937.0;1096.0;285.0;559.0;Droite
01314;Priay;998;179.0;248.0;363.0;208.0;Extrême-Droite
01317;Ramasse;181;42.0;38.0;70.0;31.0;Extrême-Droite
01318;Rancé;406;82.0;138.0;104.0;82.0;Droite
01319;Relevant;293;59.0;94.0;93.0;47.0;Droite
01320;Replonges;2187;569.0;729.0;530.0;359.0;Droite
01321;Revonnas;535;137.0;133.0;113.0;152.0;Gauche
01322;Reyrieux;2765;749.0;941.0;523.0;552.0;Droite
01323;Reyssouze;566;124.0;165.0;157.0;120.0;Droite
01325;Rignieux-le-Franc;616;111.0;162.0;196.0;147.0;Extrême-Droite
01328;Romans;305;67.0;93.0;100.0;45.0;Extrême-Droite
01329;Rossillon;130;27.0;25.0;46.0;32.0;Extrême-Droite
01330;Ruffieu;137;34.0;22.0;23.0;58.0;Gauche
01331;Saint-Alban;130;33.0;33.0;29.0;35.0;Gauche
01332;Saint-André-de-Bâgé;443;128.0;120.0;123.0;72.0;Centre
01333;Saint-André-de-Corcy;2036;418.0;587.0;553.0;478.0;Droite
01334;Saint-André-d'Huiriat;356;59.0;108.0;136.0;53.0;Extrême-Droite
01335;Saint-André-le-Bouchoux;206;47.0;65.0;66.0;28.0;Extrême-Droite
01336;Saint-André-sur-Vieux-Jonc;700;172.0;192.0;194.0;142.0;Extrême-Droite
01337;Saint-Bénigne;758;172.0;227.0;223.0;136.0;Droite
01338;Groslée-Saint-Benoît;726;141.0;210.0;221.0;154.0;Extrême-Droite
01339;Saint-Bernard;987;257.0;397.0;192.0;141.0;Droite
01341;Saint-Champ;112;31.0;42.0;15.0;24.0;Droite
01342;Sainte-Croix;350;72.0;127.0;80.0;71.0;Droite
01343;Saint-Cyr-sur-Menthon;1024;238.0;293.0;293.0;200.0;Droite
01344;Saint-Denis-lès-Bourg;3621;1064.0;1072.0;658.0;827.0;Droite
01345;Saint-Denis-en-Bugey;1273;250.0;303.0;391.0;329.0;Extrême-Droite
01346;Saint-Didier-d'Aussiat;489;112.0;153.0;125.0;99.0;Droite
01347;Saint-Didier-de-Formans;1286;339.0;390.0;306.0;251.0;Droite
01348;Saint-Didier-sur-Chalaronne;1575;338.0;499.0;487.0;251.0;Droite
01349;Saint-Eloi;315;51.0;103.0;95.0;66.0;Droite
01350;Saint-Etienne-du-Bois;1536;341.0;507.0;382.0;306.0;Droite
01351;Saint-Etienne-sur-Chalaronne;849;138.0;229.0;311.0;171.0;Extrême-Droite
01352;Saint-Etienne-sur-Reyssouze;316;66.0;95.0;95.0;60.0;Droite
01353;Sainte-Euphémie;913;257.0;276.0;212.0;168.0;Droite
01354;Saint-Genis-Pouilly;3325;916.0;995.0;455.0;959.0;Droite
01355;Saint-Genis-sur-Menthon;279;44.0;86.0;84.0;65.0;Droite
01356;Saint-Georges-sur-Renon;125;31.0;33.0;33.0;28.0;Droite
01357;Saint-Germain-de-Joux;198;43.0;57.0;50.0;48.0;Droite
01358;Saint-Germain-les-Paroisses;258;56.0;91.0;57.0;54.0;Droite
01359;Saint-Germain-sur-Renon;155;24.0;59.0;61.0;11.0;Extrême-Droite
01360;Saint-Jean-de-Gonville;758;217.0;264.0;123.0;154.0;Droite
01361;Saint-Jean-de-Niost;950;197.0;279.0;312.0;162.0;Extrême-Droite
01362;Saint-Jean-de-Thurigneux;469;124.0;140.0;143.0;62.0;Extrême-Droite
01363;Saint-Jean-le-Vieux;1047;205.0;270.0;291.0;281.0;Extrême-Droite
01364;Saint-Jean-sur-Reyssouze;434;70.0;144.0;132.0;88.0;Droite
01365;Saint-Jean-sur-Veyle;665;152.0;204.0;173.0;136.0;Droite
01366;Sainte-Julie;529;101.0;137.0;173.0;118.0;Extrême-Droite
01367;Saint-Julien-sur-Reyssouze;359;53.0;118.0;110.0;78.0;Droite
01368;Saint-Julien-sur-Veyle;456;78.0;134.0;145.0;99.0;Extrême-Droite
01369;Saint-Just;592;143.0;200.0;115.0;134.0;Droite
01370;Saint-Laurent-sur-Saône;705;163.0;164.0;159.0;219.0;Gauche
01371;Saint-Marcel;750;153.0;163.0;251.0;183.0;Extrême-Droite
01372;Saint-Martin-de-Bavel;253;78.0;40.0;51.0;84.0;Gauche
01373;Saint-Martin-du-Frêne;569;114.0;198.0;183.0;74.0;Droite
01374;Saint-Martin-du-Mont;1096;237.0;349.0;275.0;235.0;Droite
01375;Saint-Martin-le-Châtel;480;113.0;133.0;145.0;89.0;Extrême-Droite
01376;Saint-Maurice-de-Beynost;1856;466.0;416.0;418.0;556.0;Gauche
01378;Saint-Maurice-de-Gourdans;1615;343.0;460.0;545.0;267.0;Extrême-Droite
01379;Saint-Maurice-de-Rémens;433;55.0;101.0;159.0;118.0;Extrême-Droite
01380;Saint-Nizier-le-Bouchoux;373;86.0;100.0;110.0;77.0;Extrême-Droite
01381;Saint-Nizier-le-Désert;494;78.0;126.0;180.0;110.0;Extrême-Droite
01382;Sainte-Olive;189;40.0;60.0;71.0;18.0;Extrême-Droite
01383;Saint-Paul-de-Varax;829;146.0;218.0;315.0;150.0;Extrême-Droite
01384;Saint-Rambert-en-Bugey;954;150.0;186.0;295.0;323.0;Gauche
01385;Saint-Rémy;674;191.0;211.0;151.0;121.0;Droite
01386;Saint-Sorlin-en-Bugey;672;169.0;169.0;165.0;169.0;Gauche
01387;Saint-Sulpice;127;30.0;34.0;45.0;18.0;Extrême-Droite
01388;Saint-Trivier-de-Courtes;533;118.0;171.0;167.0;77.0;Droite
01389;Saint-Trivier-sur-Moignans;1043;178.0;309.0;375.0;181.0;Extrême-Droite
01390;Saint-Vulbas;627;99.0;164.0;249.0;115.0;Extrême-Droite
01391;Salavre;191;36.0;60.0;59.0;36.0;Droite
01392;Samognat;386;99.0;115.0;107.0;65.0;Droite
01393;Sandrans;324;54.0;120.0;111.0;39.0;Droite
01396;Sault-Brénaz;461;88.0;120.0;136.0;117.0;Extrême-Droite
01397;Sauverny;411;130.0;157.0;59.0;65.0;Droite
01398;Savigneux;800;138.0;287.0;275.0;100.0;Droite
01399;Ségny;800;194.0;305.0;149.0;152.0;Droite
01400;Seillonnaz;111;31.0;25.0;27.0;28.0;Centre
01401;Sergy;788;207.0;294.0;114.0;173.0;Droite
01402;Sermoyer;377;67.0;96.0;115.0;99.0;Extrême-Droite
01403;Serrières-de-Briord;692;129.0;174.0;191.0;198.0;Gauche
01404;Serrières-sur-Ain;94;12.0;28.0;30.0;24.0;Extrême-Droite
01405;Servas;668;138.0;159.0;241.0;130.0;Extrême-Droite
01406;Servignat;106;19.0;34.0;28.0;25.0;Droite
01407;Seyssel;495;121.0;112.0;129.0;133.0;Gauche
01408;Simandre-sur-Suran;412;77.0;94.0;123.0;118.0;Extrême-Droite
01410;Sonthonnax-la-Montagne;204;43.0;61.0;45.0;55.0;Droite
01411;Souclin;173;28.0;47.0;65.0;33.0;Extrême-Droite
01412;Sulignat;348;61.0;104.0;123.0;60.0;Extrême-Droite
01413;Surjoux;49;3.0;21.0;17.0;8.0;Droite
01414;Sutrieu;151;28.0;61.0;33.0;29.0;Droite
01415;Talissieu;255;63.0;53.0;91.0;48.0;Extrême-Droite
01416;Tenay;453;90.0;90.0;166.0;107.0;Extrême-Droite
01417;Thézillieu;232;48.0;69.0;50.0;65.0;Droite
01418;Thil;682;194.0;209.0;145.0;134.0;Droite
01419;Thoiry;2349;707.0;767.0;332.0;543.0;Droite
01420;Thoissey;728;131.0;196.0;244.0;157.0;Extrême-Droite
01421;Torcieu;429;65.0;83.0;166.0;115.0;Extrême-Droite
01422;Tossiat;846;193.0;239.0;212.0;202.0;Droite
01423;Toussieux;639;162.0;173.0;199.0;105.0;Extrême-Droite
01424;Tramoyes;1163;311.0;402.0;244.0;206.0;Droite
01425;La Tranclière;182;28.0;60.0;52.0;42.0;Droite
01426;Val-Revermont;1500;319.0;382.0;379.0;420.0;Gauche
01427;Trévoux;3183;764.0;887.0;640.0;892.0;Gauche
01428;Valeins;75;10.0;42.0;16.0;7.0;Droite
01429;Vandeins;396;75.0;112.0;142.0;67.0;Extrême-Droite
01430;Varambon;343;60.0;89.0;129.0;65.0;Extrême-Droite
01431;Vaux-en-Bugey;767;197.0;183.0;175.0;212.0;Gauche
01432;Verjon;179;28.0;63.0;47.0;41.0;Droite
01433;Vernoux;148;17.0;39.0;63.0;29.0;Extrême-Droite
01434;Versailleux;279;48.0;103.0;91.0;37.0;Droite
01435;Versonnex;886;254.0;276.0;153.0;203.0;Droite
01436;Vesancy;256;65.0;114.0;27.0;50.0;Droite
01437;Vescours;116;16.0;34.0;46.0;20.0;Extrême-Droite
01439;Vésines;57;6.0;26.0;15.0;10.0;Droite
