commune_code;commune_name;exprimes_nb;vote_C;vote_D;vote_ED;vote_G;resultat_election_2022
14209;Crouay;324;98.0;17.0;132.0;77.0;Extrême-Droite
14211;Culey-le-Patry;212;85.0;18.0;63.0;46.0;Centre
14214;Cussy;119;52.0;8.0;39.0;20.0;Centre
14215;Cuverville;1345;463.0;72.0;419.0;391.0;Centre
14216;Damblainville;152;59.0;13.0;44.0;36.0;Centre
14218;Danestal;215;84.0;13.0;86.0;32.0;Extrême-Droite
14220;Deauville;2526;1075.0;299.0;879.0;273.0;Centre
14221;Démouville;1969;731.0;95.0;593.0;550.0;Centre
14223;Le Détroit;56;22.0;1.0;22.0;11.0;Centre
14224;Deux-Jumeaux;47;18.0;5.0;16.0;8.0;Centre
14225;Dives-sur-Mer;3105;885.0;151.0;965.0;1104.0;Gauche
14226;Donnay;178;60.0;17.0;65.0;36.0;Extrême-Droite
14227;Douville-en-Auge;152;55.0;17.0;61.0;19.0;Extrême-Droite
14228;Douvres-la-Délivrande;3157;1434.0;214.0;735.0;774.0;Centre
14229;Dozulé;1089;371.0;94.0;384.0;240.0;Extrême-Droite
14230;Drubec;92;32.0;7.0;36.0;17.0;Extrême-Droite
14231;Beaufour-Druval;298;118.0;15.0;110.0;55.0;Centre
14232;Ducy-Sainte-Marguerite;110;49.0;6.0;21.0;34.0;Centre
14236;Ellon;282;115.0;9.0;101.0;57.0;Centre
14237;Emiéville;378;158.0;14.0;103.0;103.0;Centre
14238;Englesqueville-en-Auge;94;48.0;13.0;27.0;6.0;Centre
14239;Englesqueville-la-Percée;58;27.0;6.0;22.0;3.0;Centre
14240;Epaney;322;91.0;33.0;120.0;78.0;Extrême-Droite
14241;Epinay-sur-Odon;391;156.0;11.0;128.0;96.0;Centre
14242;Epron;939;464.0;69.0;146.0;260.0;Centre
14243;Equemauville;812;341.0;62.0;260.0;149.0;Centre
14244;Eraines;217;81.0;18.0;70.0;48.0;Centre
14245;Ernes;198;72.0;12.0;69.0;45.0;Centre
14246;Escoville;525;191.0;41.0;144.0;149.0;Centre
14248;Espins;157;49.0;15.0;45.0;48.0;Centre
14249;Esquay-Notre-Dame;873;345.0;48.0;270.0;210.0;Centre
14250;Esquay-sur-Seulles;213;73.0;16.0;85.0;39.0;Extrême-Droite
14251;Esson;286;114.0;18.0;108.0;46.0;Centre
14252;Estrées-la-Campagne;139;61.0;11.0;48.0;19.0;Centre
14254;Eterville;965;509.0;65.0;184.0;207.0;Centre
14256;Etréham;217;77.0;16.0;85.0;39.0;Extrême-Droite
14257;Evrecy;1148;543.0;91.0;266.0;248.0;Centre
14258;Falaise;3876;1435.0;242.0;1162.0;1037.0;Centre
14260;Fauguernon;184;68.0;24.0;63.0;29.0;Centre
14261;Le Faulq;186;57.0;18.0;69.0;42.0;Extrême-Droite
14266;Feuguerolles-Bully;919;396.0;60.0;227.0;236.0;Centre
14269;Fierville-les-Parcs;161;62.0;10.0;67.0;22.0;Extrême-Droite
14270;Firfol;268;106.0;23.0;94.0;45.0;Centre
14271;Fleury-sur-Orne;2464;895.0;111.0;622.0;836.0;Centre
14272;La Folie;63;22.0;7.0;26.0;8.0;Extrême-Droite
14273;La Folletière-Abenon;88;32.0;11.0;25.0;20.0;Centre
14274;Fontaine-Etoupefour;1745;902.0;100.0;338.0;405.0;Centre
14275;Fontaine-Henry;328;136.0;27.0;107.0;58.0;Centre
14276;Fontaine-le-Pin;234;78.0;22.0;83.0;51.0;Extrême-Droite
14277;Fontenay-le-Marmion;1097;379.0;64.0;359.0;295.0;Centre
14278;Fontenay-le-Pesnel;750;294.0;42.0;216.0;198.0;Centre
14280;Formentin;148;62.0;9.0;60.0;17.0;Centre
14281;Formigny-la-Bataille;459;190.0;38.0;162.0;69.0;Centre
14282;Foulognes;131;52.0;5.0;57.0;17.0;Extrême-Droite
14283;Fourches;136;36.0;13.0;53.0;34.0;Extrême-Droite
14284;Fourneaux-le-Val;95;25.0;6.0;41.0;23.0;Extrême-Droite
14285;Le Fournet;56;19.0;3.0;21.0;13.0;Extrême-Droite
14286;Fourneville;326;114.0;33.0;128.0;51.0;Extrême-Droite
14287;Frénouville;1149;393.0;64.0;405.0;287.0;Extrême-Droite
14288;Le Fresne-Camilly;618;285.0;39.0;131.0;163.0;Centre
14289;Fresné-la-Mère;328;95.0;32.0;127.0;74.0;Extrême-Droite
14290;Fresney-le-Puceux;443;130.0;39.0;150.0;124.0;Extrême-Droite
14291;Fresney-le-Vieux;175;59.0;15.0;62.0;39.0;Extrême-Droite
14293;Fumichon;187;56.0;20.0;85.0;26.0;Extrême-Droite
14297;Gavrus;311;132.0;21.0;74.0;84.0;Centre
14298;Géfosse-Fontenay;103;41.0;12.0;40.0;10.0;Centre
14299;Genneville;443;199.0;35.0;148.0;61.0;Centre
14300;Gerrots;40;13.0;4.0;19.0;4.0;Extrême-Droite
14301;Giberville;2774;894.0;105.0;830.0;945.0;Gauche
14302;Glanville;142;74.0;11.0;38.0;19.0;Centre
14303;Glos;570;206.0;41.0;210.0;113.0;Extrême-Droite
14304;Gonneville-sur-Honfleur;586;258.0;44.0;185.0;99.0;Centre
14305;Gonneville-sur-Mer;549;237.0;58.0;182.0;72.0;Centre
14306;Gonneville-en-Auge;270;131.0;17.0;69.0;53.0;Centre
14308;Goustranville;139;59.0;7.0;54.0;19.0;Centre
14309;Gouvix;488;150.0;19.0;197.0;122.0;Extrême-Droite
14310;Grainville-Langannerie;487;155.0;25.0;196.0;111.0;Extrême-Droite
14311;Grainville-sur-Odon;678;277.0;37.0;186.0;178.0;Centre
14312;Grandcamp-Maisy;996;375.0;81.0;397.0;143.0;Extrême-Droite
14316;Grangues;206;103.0;15.0;53.0;35.0;Centre
14318;Graye-sur-Mer;441;144.0;44.0;166.0;87.0;Extrême-Droite
14319;Grentheville;643;226.0;52.0;157.0;208.0;Centre
14320;Grimbosq;195;75.0;9.0;61.0;50.0;Centre
14322;Guéron;143;69.0;11.0;42.0;21.0;Centre
14325;Hermanville-sur-Mer;2184;964.0;155.0;532.0;533.0;Centre
14326;Hermival-les-Vaux;560;229.0;41.0;180.0;110.0;Centre
14327;Hérouville-Saint-Clair;9065;3001.0;338.0;1763.0;3963.0;Gauche
14328;Hérouvillette;766;322.0;35.0;226.0;183.0;Centre
14329;Heuland;72;24.0;5.0;29.0;14.0;Extrême-Droite
14332;La Hoguette;405;153.0;36.0;129.0;87.0;Centre
14333;Honfleur;3859;1432.0;235.0;1310.0;882.0;Centre
14334;L'Hôtellerie;184;72.0;12.0;76.0;24.0;Extrême-Droite
14335;Hotot-en-Auge;189;79.0;11.0;60.0;39.0;Centre
14336;Hottot-les-Bagues;277;102.0;14.0;110.0;51.0;Extrême-Droite
14337;La Houblonnière;195;62.0;12.0;89.0;32.0;Extrême-Droite
14338;Houlgate;1423;629.0;152.0;391.0;251.0;Centre
14341;Ifs;5633;2255.0;257.0;1255.0;1866.0;Centre
14342;Isigny-sur-Mer;1809;613.0;123.0;773.0;300.0;Extrême-Droite
14343;Les Isles-Bardel;55;28.0;3.0;15.0;9.0;Centre
14344;Janville;245;107.0;21.0;78.0;39.0;Centre
14345;Jort;170;51.0;16.0;79.0;24.0;Extrême-Droite
14346;Juaye-Mondaye;429;154.0;37.0;157.0;81.0;Extrême-Droite
14347;Dialan-sur-Chaîne;564;171.0;48.0;201.0;144.0;Extrême-Droite
14348;Juvigny-sur-Seulles;58;19.0;9.0;12.0;18.0;Centre
14349;Laize-Clinchamps;1141;488.0;53.0;308.0;292.0;Centre
14352;Landelles-et-Coupigny;445;175.0;43.0;145.0;82.0;Centre
14353;Landes-sur-Ajon;250;94.0;19.0;77.0;60.0;Centre
14354;Langrune-sur-Mer;1280;524.0;82.0;302.0;372.0;Centre
14355;Pont-sur-Seulles;734;305.0;48.0;190.0;191.0;Centre
14357;Terres-de-Druance;515;141.0;32.0;208.0;134.0;Extrême-Droite
14358;Léaupartie;58;18.0;7.0;23.0;10.0;Extrême-Droite
14360;Leffard;101;31.0;7.0;46.0;17.0;Extrême-Droite
14362;Lessard-et-le-Chêne;113;42.0;8.0;44.0;19.0;Extrême-Droite
14364;Lingèvres;304;119.0;35.0;87.0;63.0;Centre
14365;Lion-sur-Mer;1822;735.0;116.0;398.0;573.0;Centre
14366;Lisieux;9006;3231.0;620.0;2951.0;2204.0;Centre
14367;Lison;259;60.0;19.0;130.0;50.0;Extrême-Droite
14368;Lisores;195;65.0;20.0;81.0;29.0;Extrême-Droite
14369;Litteau;157;61.0;18.0;39.0;39.0;Centre
14370;Le Molay-Littry;1640;517.0;100.0;692.0;331.0;Extrême-Droite
14371;Livarot-Pays-d'Auge;3460;1175.0;296.0;1380.0;609.0;Extrême-Droite
14374;Les Loges;83;34.0;9.0;28.0;12.0;Centre
14375;Les Loges-Saulces;103;39.0;2.0;41.0;21.0;Extrême-Droite
14377;Longues-sur-Mer;394;131.0;35.0;130.0;98.0;Centre
14378;Longueville;168;65.0;10.0;74.0;19.0;Extrême-Droite
14379;Longvillers;235;79.0;14.0;94.0;48.0;Extrême-Droite
14380;Loucelles;116;43.0;7.0;28.0;38.0;Centre
14381;Louvagny;39;14.0;0.0;17.0;8.0;Extrême-Droite
14383;Louvigny;1509;703.0;78.0;268.0;460.0;Centre
14384;Luc-sur-Mer;2207;940.0;171.0;504.0;592.0;Centre
14385;Magny-en-Bessin;110;36.0;12.0;38.0;24.0;Extrême-Droite
14389;Maisoncelles-Pelvey;139;65.0;17.0;26.0;31.0;Centre
14390;Maisoncelles-sur-Ajon;102;38.0;7.0;33.0;24.0;Centre
14391;Maisons;254;104.0;18.0;86.0;46.0;Centre
14393;Maizet;212;80.0;14.0;66.0;52.0;Centre
14394;Maizières;261;77.0;19.0;101.0;64.0;Extrême-Droite
14396;Maltot;625;304.0;42.0;123.0;156.0;Centre
14397;Mandeville-en-Bessin;225;84.0;13.0;93.0;35.0;Extrême-Droite
14398;Manerbe;366;136.0;44.0;98.0;88.0;Centre
14399;Manneville-la-Pipard;221;71.0;20.0;98.0;32.0;Extrême-Droite
14400;Le Manoir;134;41.0;9.0;45.0;39.0;Extrême-Droite
14401;Manvieux;94;31.0;5.0;39.0;19.0;Extrême-Droite
14402;Le Marais-la-Chapelle;56;21.0;5.0;24.0;6.0;Extrême-Droite
14403;Marolles;449;181.0;29.0;177.0;62.0;Centre
14404;Martainville;56;24.0;1.0;21.0;10.0;Centre
14405;Martigny-sur-l'Ante;182;51.0;11.0;84.0;36.0;Extrême-Droite
14406;Moulins-en-Bessin;716;283.0;50.0;186.0;197.0;Centre
14407;Mathieu;1536;770.0;143.0;344.0;279.0;Centre
14408;May-sur-Orne;1174;411.0;64.0;388.0;311.0;Centre
14409;Merville-Franceville-Plage;1627;728.0;170.0;452.0;277.0;Centre
14410;Méry-Bissières-en-Auge;667;221.0;41.0;252.0;153.0;Extrême-Droite
14411;Meslay;167;42.0;11.0;73.0;41.0;Extrême-Droite
14412;Le Mesnil-au-Grain;40;15.0;1.0;17.0;7.0;Extrême-Droite
14419;Le Mesnil-Eudes;189;73.0;17.0;69.0;30.0;Centre
14421;Le Mesnil-Guillaume;346;116.0;23.0;146.0;61.0;Extrême-Droite
14424;Le Mesnil-Robert;108;32.0;6.0;44.0;26.0;Extrême-Droite
14425;Le Mesnil-Simon;110;42.0;13.0;28.0;27.0;Centre
14426;Le Mesnil-sur-Blangy;145;62.0;13.0;42.0;28.0;Centre
14427;Le Mesnil-Villement;198;71.0;12.0;57.0;58.0;Centre
14430;Meuvaines;123;52.0;18.0;34.0;19.0;Centre
14431;Mézidon-Vallée-d'Auge;5191;1528.0;279.0;2125.0;1259.0;Extrême-Droite
14435;Les Monceaux;128;41.0;13.0;53.0;21.0;Extrême-Droite
14436;Monceaux-en-Bessin;379;155.0;17.0;109.0;98.0;Centre
14437;Mondeville;5277;1772.0;244.0;1474.0;1787.0;Gauche
14438;Mondrainville;332;130.0;18.0;92.0;92.0;Centre
14439;Monfréville;74;13.0;5.0;49.0;7.0;Extrême-Droite
14445;Montfiquet;62;13.0;4.0;33.0;12.0;Extrême-Droite
14446;Montigny;55;20.0;7.0;11.0;17.0;Centre
14448;Montreuil-en-Auge;32;7.0;7.0;8.0;10.0;Gauche
14449;Monts-en-Bessin;294;116.0;21.0;102.0;55.0;Centre
14452;Morteaux-Couliboeuf;337;95.0;37.0;122.0;83.0;Extrême-Droite
14453;Mosles;203;75.0;17.0;79.0;32.0;Extrême-Droite
14454;Mouen;988;406.0;50.0;235.0;297.0;Centre
14455;Moulines;138;46.0;12.0;45.0;35.0;Centre
14456;Moult-Chicheboville;1743;605.0;97.0;636.0;405.0;Extrême-Droite
14457;Les Moutiers-en-Auge;56;20.0;8.0;18.0;10.0;Centre
14458;Les Moutiers-en-Cinglais;254;94.0;13.0;75.0;72.0;Centre
14460;Moyaux;833;294.0;71.0;317.0;151.0;Extrême-Droite
14461;Mutrécy;294;107.0;22.0;79.0;86.0;Centre
14465;Nonant;343;151.0;24.0;94.0;74.0;Centre
14466;Norolles;235;81.0;31.0;89.0;34.0;Extrême-Droite
14467;Noron-l'Abbaye;160;80.0;11.0;41.0;28.0;Centre
14468;Noron-la-Poterie;202;70.0;15.0;61.0;56.0;Centre
14469;Norrey-en-Auge;68;24.0;3.0;33.0;8.0;Extrême-Droite
14473;Notre-Dame-de-Livaye;84;24.0;14.0;30.0;16.0;Extrême-Droite
14474;Notre-Dame-d'Estrées - Corbon;131;60.0;5.0;40.0;26.0;Centre
14475;Val-d'Arry;1447;530.0;104.0;483.0;330.0;Centre
14476;Olendon;119;42.0;4.0;50.0;23.0;Extrême-Droite
14478;Orbec;940;315.0;72.0;379.0;174.0;Extrême-Droite
14480;Osmanville;279;86.0;19.0;135.0;39.0;Extrême-Droite
14482;Ouézy;165;53.0;9.0;66.0;37.0;Extrême-Droite
14483;Ouffières;110;41.0;5.0;38.0;26.0;Centre
14484;Ouilly-du-Houley;153;69.0;17.0;47.0;20.0;Centre
14486;Ouilly-le-Tesson;337;108.0;17.0;127.0;85.0;Extrême-Droite
14487;Ouilly-le-Vicomte;483;208.0;31.0;159.0;85.0;Centre
14488;Ouistreham;6083;2470.0;409.0;1770.0;1434.0;Centre
14491;Parfouru-sur-Odon;132;39.0;2.0;53.0;38.0;Extrême-Droite
14492;Pennedepie;217;82.0;19.0;93.0;23.0;Extrême-Droite
14494;Périers-en-Auge;89;40.0;10.0;26.0;13.0;Centre
14495;Périers-sur-le-Dan;371;194.0;36.0;79.0;62.0;Centre
14496;Périgny;36;15.0;0.0;11.0;10.0;Centre
14497;Perrières;177;61.0;12.0;60.0;44.0;Centre
14498;Pertheville-Ners;159;51.0;19.0;56.0;33.0;Extrême-Droite
14499;Petiville;335;146.0;21.0;95.0;73.0;Centre
14500;Pierrefitte-en-Auge;121;45.0;11.0;47.0;18.0;Extrême-Droite
14501;Pierrefitte-en-Cinglais;145;47.0;12.0;54.0;32.0;Extrême-Droite
14502;Pierrepont;54;12.0;5.0;21.0;16.0;Extrême-Droite
14504;Le Pin;484;184.0;41.0;181.0;78.0;Centre
14506;Planquery;147;54.0;12.0;58.0;23.0;Extrême-Droite
14509;Plumetot;148;70.0;13.0;31.0;34.0;Centre
14510;La Pommeraye;47;12.0;3.0;8.0;24.0;Gauche
14511;Pont-Bellanger;50;13.0;6.0;21.0;10.0;Extrême-Droite
14512;Pontécoulant;54;14.0;1.0;26.0;13.0;Extrême-Droite
14514;Pont-l'Evêque;2679;1034.0;191.0;970.0;484.0;Centre
14515;Port-en-Bessin-Huppain;1122;459.0;92.0;423.0;148.0;Centre
14516;Potigny;1096;306.0;51.0;428.0;311.0;Extrême-Droite
14519;Préaux-Bocage;76;29.0;3.0;20.0;24.0;Centre
14520;Le Pré-d'Auge;517;166.0;38.0;231.0;82.0;Extrême-Droite
14522;Prêtreville;250;104.0;12.0;81.0;53.0;Centre
14524;Putot-en-Auge;218;71.0;29.0;75.0;43.0;Extrême-Droite
14527;Belle-Vie-en-Auge;294;104.0;30.0;96.0;64.0;Centre
14528;Quetteville;235;72.0;32.0;89.0;42.0;Extrême-Droite
14529;Ranchy;165;61.0;11.0;40.0;53.0;Centre
14530;Ranville;1320;517.0;88.0;371.0;344.0;Centre
14531;Rapilly;29;15.0;6.0;6.0;2.0;Centre
14533;Repentigny;78;35.0;5.0;30.0;8.0;Centre
14534;Reux;254;102.0;20.0;89.0;43.0;Centre
14535;Reviers;419;178.0;25.0;112.0;104.0;Centre
14536;La Rivière-Saint-Sauveur;1320;521.0;113.0;447.0;239.0;Centre
14538;Castine-en-Plaine;866;343.0;43.0;253.0;227.0;Centre
14540;Rocques;237;118.0;46.0;43.0;30.0;Centre
14541;La Roque-Baignard;82;35.0;8.0;28.0;11.0;Centre
14542;Rosel;408;208.0;36.0;64.0;100.0;Centre
14543;Rots;1581;739.0;110.0;385.0;347.0;Centre
14546;Rouvres;126;48.0;12.0;48.0;18.0;Centre
14547;Rubercy;85;30.0;7.0;28.0;20.0;Centre
14550;Rumesnil;79;32.0;9.0;16.0;22.0;Centre
14552;Ryes;326;136.0;13.0;126.0;51.0;Centre
14554;Le Castelet;1018;402.0;53.0;286.0;277.0;Centre
14555;Saint-André-d'Hébertot;261;90.0;21.0;120.0;30.0;Extrême-Droite
14556;Saint-André-sur-Orne;1019;411.0;38.0;279.0;291.0;Centre
14557;Saint-Arnoult;667;265.0;77.0;222.0;103.0;Centre
14558;Saint-Aubin-d'Arquenay;682;310.0;34.0;194.0;144.0;Centre
14559;Saint-Aubin-des-Bois;153;65.0;13.0;46.0;29.0;Centre
14562;Saint-Aubin-sur-Mer;1575;709.0;107.0;407.0;352.0;Centre
14563;Saint-Benoît-d'Hébertot;284;94.0;17.0;114.0;59.0;Extrême-Droite
14565;Saint-Côme-de-Fresné;216;94.0;25.0;72.0;25.0;Centre
14566;Saint-Contest;1661;817.0;124.0;333.0;387.0;Centre
14569;Sainte-Croix-sur-Mer;160;66.0;9.0;41.0;44.0;Centre
14570;Valorbiquet;1456;426.0;93.0;673.0;264.0;Extrême-Droite
14571;Saint-Denis-de-Mailloc;189;65.0;10.0;78.0;36.0;Extrême-Droite
14572;Saint-Denis-de-Méré;459;138.0;36.0;191.0;94.0;Extrême-Droite
14574;Saint-Désir;987;340.0;85.0;370.0;192.0;Extrême-Droite
14575;Saint-Etienne-la-Thillaye;302;110.0;50.0;88.0;54.0;Centre
14576;Val-de-Vie;310;100.0;38.0;138.0;34.0;Extrême-Droite
14578;Saint-Gatien-des-Bois;892;320.0;94.0;342.0;136.0;Extrême-Droite
14579;Seulline;709;262.0;49.0;230.0;168.0;Centre
14582;Saint-Germain-de-Livet;436;161.0;31.0;163.0;81.0;Extrême-Droite
14586;Saint-Germain-du-Pert;92;24.0;6.0;50.0;12.0;Extrême-Droite
14587;Saint-Germain-la-Blanche-Herbe;1262;510.0;46.0;275.0;431.0;Centre
14588;Saint-Germain-Langot;153;41.0;7.0;62.0;43.0;Extrême-Droite
14589;Saint-Germain-le-Vasson;516;110.0;25.0;222.0;159.0;Extrême-Droite
14590;Sainte-Honorine-de-Ducy;85;45.0;2.0;30.0;8.0;Centre
14591;Aure-sur-Mer;452;175.0;33.0;159.0;85.0;Centre
14592;Sainte-Honorine-du-Fay;858;352.0;38.0;234.0;234.0;Centre
14593;Saint-Hymer;410;171.0;29.0;146.0;64.0;Centre
14595;Saint-Jean-de-Livet;150;66.0;10.0;41.0;33.0;Centre
14598;Saint-Jouin;177;64.0;16.0;61.0;36.0;Centre
14601;Saint-Julien-sur-Calonne;138;51.0;11.0;49.0;27.0;Centre
14602;Saint-Lambert;155;51.0;9.0;66.0;29.0;Extrême-Droite
14603;Saint-Laurent-de-Condel;319;135.0;15.0;82.0;87.0;Centre
14605;Saint-Laurent-sur-Mer;245;91.0;19.0;81.0;54.0;Centre
14606;Saint-Léger-Dubosq;161;59.0;8.0;68.0;26.0;Extrême-Droite
14607;Saint-Louet-sur-Seulles;100;42.0;1.0;33.0;24.0;Centre
14609;Saint-Loup-Hors;313;144.0;18.0;83.0;68.0;Centre
14610;Saint-Manvieu-Norrey;1277;583.0;82.0;330.0;282.0;Centre
14613;Saint-Marcouf;65;18.0;8.0;29.0;10.0;Extrême-Droite
14614;Sainte-Marguerite-d'Elle;437;125.0;32.0;219.0;61.0;Extrême-Droite
14619;Sainte-Marie-Outre-l'Eau;56;20.0;5.0;25.0;6.0;Extrême-Droite
14620;Saint-Martin-aux-Chartrains;263;116.0;28.0;88.0;31.0;Centre
14621;Saint-Martin-de-Bienfaite-la-Cressonnière;275;66.0;26.0;135.0;48.0;Extrême-Droite
14622;Saint-Martin-de-Blagny;69;22.0;6.0;29.0;12.0;Extrême-Droite
14623;Saint-Martin-de-Fontenay;1477;638.0;97.0;367.0;375.0;Centre
14625;Saint-Martin-de-la-Lieue;482;171.0;32.0;159.0;120.0;Centre
14626;Saint-Martin-de-Mailloc;596;160.0;20.0;283.0;133.0;Extrême-Droite
14627;Saint-Martin-de-Mieux;263;95.0;23.0;92.0;53.0;Centre
14630;Saint-Martin-des-Entrées;509;199.0;45.0;142.0;123.0;Centre
14635;Saint-Omer;98;38.0;5.0;31.0;24.0;Centre
14637;Saint-Ouen-du-Mesnil-Oger;157;56.0;8.0;64.0;29.0;Extrême-Droite
14639;Saint-Ouen-le-Pin;172;68.0;9.0;60.0;35.0;Centre
14640;Saint-Pair;157;52.0;16.0;69.0;20.0;Extrême-Droite
14643;Saint-Paul-du-Vernay;470;161.0;36.0;169.0;104.0;Extrême-Droite
14644;Saint-Philbert-des-Champs;392;142.0;31.0;148.0;71.0;Extrême-Droite
14645;Saint-Pierre-Azif;119;46.0;13.0;44.0;16.0;Centre
14646;Saint-Pierre-Canivet;254;75.0;19.0;105.0;55.0;Extrême-Droite
14648;Saint-Pierre-des-Ifs;282;92.0;33.0;101.0;56.0;Extrême-Droite
14649;Saint-Pierre-du-Bû;292;98.0;21.0;106.0;67.0;Extrême-Droite
14650;Saint-Pierre-du-Fresne;113;38.0;6.0;44.0;25.0;Extrême-Droite
14651;Saint-Pierre-du-Jonquet;150;51.0;17.0;57.0;25.0;Extrême-Droite
14652;Saint-Pierre-du-Mont;57;23.0;2.0;26.0;6.0;Extrême-Droite
14654;Saint-Pierre-en-Auge;3907;1331.0;270.0;1586.0;720.0;Extrême-Droite
14656;Saint-Rémy;568;176.0;26.0;220.0;146.0;Extrême-Droite
14657;Saint-Samson;233;100.0;9.0;79.0;45.0;Centre
14658;Noues-de-Sienne;2365;901.0;184.0;806.0;474.0;Centre
14659;Saint-Sylvain;807;289.0;55.0;254.0;209.0;Centre
14660;Saint-Vaast-en-Auge;84;33.0;6.0;33.0;12.0;Centre
14661;Saint-Vaast-sur-Seulles;103;34.0;15.0;30.0;24.0;Centre
14663;Saint-Vigor-le-Grand;1435;649.0;97.0;395.0;294.0;Centre
14664;Sallen;168;48.0;20.0;75.0;25.0;Extrême-Droite
14665;Sallenelles;174;89.0;2.0;36.0;47.0;Centre
14666;Sannerville;1076;448.0;49.0;325.0;254.0;Centre
14667;Saon;142;52.0;9.0;57.0;24.0;Extrême-Droite
14668;Saonnet;166;48.0;16.0;73.0;29.0;Extrême-Droite
14669;Sassy;134;41.0;15.0;50.0;28.0;Extrême-Droite
14672;Val-de-Drôme;488;165.0;38.0;208.0;77.0;Extrême-Droite
14674;Soignolles;77;20.0;3.0;26.0;28.0;Gauche
14675;Soliers;1316;526.0;88.0;359.0;343.0;Centre
14676;Sommervieu;635;249.0;39.0;211.0;136.0;Centre
14677;Soulangy;157;61.0;13.0;52.0;31.0;Centre
14678;Soumont-Saint-Quentin;355;104.0;18.0;119.0;114.0;Extrême-Droite
14679;Subles;429;177.0;26.0;122.0;104.0;Centre
14680;Sully;108;50.0;6.0;36.0;16.0;Centre
14681;Surrain;100;40.0;6.0;41.0;13.0;Extrême-Droite
14682;Surville;350;158.0;25.0;105.0;62.0;Centre
14684;Tessel;155;55.0;10.0;67.0;23.0;Extrême-Droite
14685;Thaon;1161;493.0;63.0;291.0;314.0;Centre
14687;Le Theil-en-Auge;107;37.0;3.0;40.0;27.0;Extrême-Droite
14689;THURY-HARCOURT-LE-HOM;1950;659.0;115.0;598.0;578.0;Centre
14692;Tilly-sur-Seulles;976;326.0;72.0;340.0;238.0;Extrême-Droite
14694;Le Torquesne;339;131.0;25.0;139.0;44.0;Extrême-Droite
14698;Touffréville;221;80.0;9.0;82.0;50.0;Extrême-Droite
14699;Touques;2140;870.0;178.0;736.0;356.0;Centre
14700;Tour-en-Bessin;412;152.0;33.0;154.0;73.0;Extrême-Droite
14701;Tourgéville;609;257.0;75.0;225.0;52.0;Centre
14705;Tournières;104;36.0;5.0;49.0;14.0;Extrême-Droite
14706;Tourville-en-Auge;193;108.0;15.0;48.0;22.0;Centre
14707;Tourville-sur-Odon;700;297.0;31.0;150.0;222.0;Centre
14708;Tracy-Bocage;195;68.0;17.0;73.0;37.0;Extrême-Droite
14709;Tracy-sur-Mer;216;90.0;29.0;63.0;34.0;Centre
14710;Tréprel;67;25.0;6.0;24.0;12.0;Centre
14711;Trévières;512;194.0;38.0;194.0;86.0;Centre
14712;Troarn;2063;734.0;123.0;656.0;550.0;Centre
14713;Montillières-sur-Orne;338;138.0;28.0;81.0;91.0;Centre
14714;Le Tronquay;407;158.0;23.0;164.0;62.0;Extrême-Droite
14715;Trouville-sur-Mer;2690;1058.0;248.0;869.0;515.0;Centre
14716;Trungy;130;41.0;12.0;45.0;32.0;Extrême-Droite
14719;Urville;386;130.0;26.0;122.0;108.0;Centre
14720;Ussy;513;168.0;35.0;175.0;135.0;Extrême-Droite
14721;Vacognes-Neuilly;377;149.0;19.0;130.0;79.0;Centre
14723;Valsemé;193;73.0;15.0;82.0;23.0;Extrême-Droite
14724;Varaville;729;278.0;94.0;246.0;111.0;Centre
14726;Valdallière;3231;992.0;276.0;1325.0;638.0;Extrême-Droite
14728;Vaucelles;355;154.0;34.0;88.0;79.0;Centre
14731;Vauville;139;62.0;5.0;59.0;13.0;Centre
14732;Vaux-sur-Aure;196;86.0;14.0;47.0;49.0;Centre
14733;Vaux-sur-Seulles;190;86.0;7.0;49.0;48.0;Centre
14734;Vendes;193;78.0;14.0;60.0;41.0;Centre
14735;Vendeuvre;487;151.0;45.0;196.0;95.0;Extrême-Droite
14737;Versainville;328;147.0;32.0;89.0;60.0;Centre
14738;Verson;2258;1019.0;136.0;431.0;672.0;Centre
14739;Ver-sur-Mer;1077;408.0;74.0;376.0;219.0;Centre
14740;La Vespière-Friardel;652;222.0;53.0;295.0;82.0;Extrême-Droite
14741;Le Vey;77;19.0;3.0;28.0;27.0;Extrême-Droite
14742;Vicques;43;17.0;2.0;21.0;3.0;Extrême-Droite
14743;Victot-Pontfol;84;34.0;13.0;27.0;10.0;Centre
14744;Vienne-en-Bessin;180;63.0;24.0;49.0;44.0;Centre
14745;Vierville-sur-Mer;185;83.0;23.0;46.0;33.0;Centre
14747;Vieux;415;198.0;14.0;81.0;122.0;Centre
14748;Vieux-Bourg;66;28.0;6.0;21.0;11.0;Centre
14751;Vignats;177;53.0;28.0;74.0;22.0;Extrême-Droite
14752;Villers-Bocage;1610;623.0;109.0;556.0;322.0;Centre
14753;Villers-Canivet;476;170.0;22.0;148.0;136.0;Centre
14754;Villers-sur-Mer;1843;760.0;192.0;645.0;246.0;Centre
14755;Villerville;435;182.0;40.0;119.0;94.0;Centre
14756;La Villette;146;49.0;9.0;66.0;22.0;Extrême-Droite
14758;Villons-les-Buissons;573;304.0;50.0;95.0;124.0;Centre
14759;Villy-lez-Falaise;166;62.0;9.0;52.0;43.0;Centre
14760;Villy-Bocage;469;152.0;45.0;164.0;108.0;Extrême-Droite
