Code_geo;commune_name;resultat_election_2017;exprimes_nb_2017;G_2017;C_2017;D_2017;ED_2017;resultat_election_2022;exprimes_nb_2022;G_2022;C_2022;D_2022;ED_2022;residence_secondaire;pop_age_0_14_today;pop_age_15_64_today;pop_age_65plus_today;diploma_bac_today;diploma_sup_today;revenus_median_today;criminalite_today;criminalite_old1;criminalite_old2;surface_agri_today;surface_agri_old1;chomage_rate_today;chomage_rate_old1;chomage_rate_old2
1012;Aranc;G;218;75.0;52.0;35.0;56.0;G;220.0;74.0;70.0;9.0;67.0;21.92541578599624;56.3531089887917;192.95637201479207;79.6905189964162;45.03788849803715;26.84921682467254;24270.0;14361.0;12542.0;12757.0;255.78;389.36;20.0;20.0;25.0
1013;Arandas;ED;109;24.0;16.0;28.0;41.0;ED;94.0;14.0;26.0;12.0;42.0;29.11828085717708;14.2028985507247;87.2463768115941;38.5507246376812;48.71794871794873;27.35042735042736;23230.0;14361.0;12542.0;12757.0;746.57;695.14;10.0;10.0;10.0
1014;Arbent;D;1613;373.0;423.0;485.0;332.0;ED;1563.0;473.0;482.0;108.0;500.0;0.9683620399719768;627.486305594765;2070.933341633657;783.580352771578;37.65435506479321;20.83234899946099;22410.0;14361.0;12542.0;12757.0;517.9;530.4300000000001;285.0;295.0;290.0
1015;Arboys en Bugey;D;437;101.0;113.0;122.0;101.0;C;461.0;106.0;184.0;37.0;134.0;15.923412820702982;113.015974871358;395.516735215925;179.467289912717;54.34076815534614;35.29141289025625;23800.0;14361.0;12542.0;12757.0;441.04;339.17;50.0;45.0;45.0
1016;Arbigny;ED;246;53.0;48.0;71.0;74.0;ED;263.0;51.0;81.0;30.0;101.0;7.871686844201499;99.5824266055465;257.99075317368147;101.426820220771;39.2232879968088;22.282560377475587;23080.0;14361.0;12542.0;12757.0;805.47;727.84;20.0;35.0;25.0
1017;Argis;ED;260;69.0;40.0;61.0;90.0;ED;255.0;75.0;55.0;15.0;110.0;16.358024691358025;71.0;243.0;106.0;42.85714285714285;22.67080745341615;20790.0;14361.0;12542.0;12757.0;135.13;119.73;40.0;30.0;35.0
1019;Armix;D;27;5.0;6.0;8.0;8.0;ED;32.0;9.0;11.0;0.0;12.0;50.90909090909091;2.88461538461539;14.42307692307691;7.6923076923077;34.78260869565219;4.347826086956527;23230.0;14361.0;12542.0;12757.0;196.52;95.15;0.0;0.0;0.0
1021;Ars-sur-Formans;D;796;115.0;147.0;347.0;187.0;ED;879.0;141.0;297.0;86.0;355.0;2.7565144045988226;298.461712722311;934.143069362357;280.395217915332;58.85121930534745;37.64700719508722;26430.0;14361.0;12542.0;12757.0;324.28;358.4;75.0;65.0;65.0
1022;Artemare;ED;684;171.0;131.0;182.0;200.0;ED;674.0;135.0;191.0;62.0;286.0;5.540540540540541;152.0;652.0;337.0;38.16793893129771;21.04689203925845;22000.0;14361.0;12542.0;12757.0;8.48;5.43;90.0;95.0;90.0
1023;Asnières-sur-Saône;D;45;11.0;1.0;17.0;16.0;ED;53.0;8.0;9.0;5.0;31.0;15.070821529745052;13.1710526315789;49.6447368421051;14.1842105263158;33.92857142857145;23.214285714285733;23230.0;14361.0;12542.0;12757.0;716.14;682.74;5.0;10.0;10.0
1024;Attignat;D;1850;412.0;388.0;557.0;493.0;ED;1930.0;377.0;678.0;157.0;718.0;1.144588027785487;668.208511535465;2055.5911356894912;648.200352775044;49.46977988221873;30.578574808234983;24460.0;14361.0;12542.0;12757.0;563.14;566.6;195.0;185.0;210.0
1025;Bâgé-la-Ville;ED;1834;361.0;463.0;502.0;508.0;C;2346.0;450.0;842.0;213.0;841.0;1.4458189325760524;840.920284640171;2532.0104832614143;684.069232098415;45.763719806624046;27.001446538623764;23230.0;14361.0;12542.0;12757.0;5288.67;4413.19;195.0;210.0;205.0
1026;Bâgé-le-Châtel;C;439;85.0;135.0;129.0;90.0;C;470.0;71.0;204.0;28.0;167.0;1.7319494624631546;174.696057240758;559.902542358237;252.401400401002;36.08265233701055;20.01849085478372;22860.0;14361.0;12542.0;12757.0;517.9;530.4300000000001;45.0;65.0;50.0
1027;Balan;ED;992;182.0;225.0;282.0;303.0;ED;1032.0;177.0;360.0;69.0;426.0;1.2830351443678347;509.293261958945;2078.293526356448;290.413211684607;50.086267369483984;25.25917665830839;25770.0;14361.0;12542.0;12757.0;770.62;862.28;100.0;120.0;105.0
1028;Baneins;ED;356;55.0;76.0;86.0;139.0;ED;348.0;57.0;99.0;37.0;155.0;2.5846347018010736;150.000048717542;358.20608913359405;109.793862148864;42.12335559606481;22.8090657900812;25520.0;14361.0;12542.0;12757.0;407.28;470.95;35.0;35.0;25.0
1029;Beaupont;ED;338;60.0;70.0;86.0;122.0;ED;361.0;54.0;112.0;36.0;159.0;6.240297790040242;121.956906008513;468.038220787969;127.004873203518;40.06369161278703;21.347549470386927;21350.0;14361.0;12542.0;12757.0;1018.63;1091.55;50.0;50.0;45.0
1030;Beauregard;ED;406;94.0;82.0;114.0;116.0;ED;427.0;92.0;136.0;38.0;161.0;1.8062276205941856;151.514815220642;538.8062654581531;135.678919321206;44.74462838510889;23.485253561220286;24240.0;14361.0;12542.0;12757.0;517.9;530.4300000000001;65.0;75.0;65.0
1031;Bellignat;D;1420;330.0;312.0;440.0;338.0;ED;1292.0;350.0;400.0;85.0;457.0;1.573660934291907;623.65395832236;2216.1762016152416;741.169840062398;40.32346934118777;23.11035982168456;20550.0;14361.0;12542.0;12757.0;517.9;530.4300000000001;330.0;370.0;340.0
1032;Béligneux;ED;1543;346.0;309.0;392.0;496.0;ED;1558.0;365.0;465.0;103.0;625.0;1.4068770610656447;842.783088660498;2107.886038242228;533.330873097274;55.58356379335662;32.56846088574182;23060.0;14361.0;12542.0;12757.0;291.99;281.41;220.0;215.0;175.0
1033;Bellegarde-sur-Valserine;G;4223;1230.0;984.0;1106.0;903.0;G;6449.0;2079.0;1885.0;450.0;2035.0;2.8957057082918656;3057.086021060549;10340.451785053016;2764.4621938864348;43.98631888868052;26.17043403107988;23230.0;14361.0;12542.0;12757.0;1509.78;1365.14;40.0;40.0;40.0
1034;Belley;D;4232;1118.0;1000.0;1160.0;954.0;ED;4241.0;1187.0;1347.0;328.0;1379.0;3.0245387102910404;1529.0;5303.0;2438.0;41.642063826796;24.7574862927035;21180.0;14361.0;12542.0;12757.0;642.57;876.63;720.0;855.0;760.0
1035;Belleydoux;ED;205;50.0;37.0;57.0;61.0;C;216.0;60.0;69.0;27.0;60.0;29.897658005297743;52.1752035465906;195.0856891542382;58.7391072991712;53.90159389803617;35.83893854146935;26160.0;14361.0;12542.0;12757.0;294.1;246.88;15.0;25.0;20.0
1036;Belmont-Luthézieu;G;367;123.0;60.0;103.0;81.0;C;871.0;238.0;298.0;89.0;246.0;31.739572736520856;211.0;757.0;382.0;56.44859813084112;35.700934579439256;23230.0;14361.0;12542.0;12757.0;1852.45;1738.9;80.0;70.0;85.0
1037;Bénonces;D;173;24.0;27.0;70.0;52.0;ED;179.0;38.0;51.0;26.0;64.0;19.680851063829788;55.0;191.0;65.0;51.45228215767634;29.04564315352697;21770.0;14361.0;12542.0;12757.0;604.19;550.23;20.0;15.0;15.0
1038;Bény;D;478;110.0;100.0;158.0;110.0;C;498.0;102.0;175.0;57.0;164.0;4.878048780487805;135.0;465.0;169.0;49.391304347826086;29.043478260869566;24250.0;14361.0;12542.0;12757.0;895.64;936.67;35.0;40.0;40.0
1039;Béon;G;288;80.0;68.0;62.0;78.0;ED;265.0;63.0;90.0;19.0;93.0;9.822065619032964;118.408303509736;402.151386312403;136.542518369493;48.89791489274277;29.0;22130.0;14361.0;12542.0;12757.0;517.9;530.4300000000001;40.0;40.0;40.0
1040;Béréziat;D;267;62.0;44.0;83.0;78.0;ED;286.0;51.0;100.0;17.0;118.0;4.563702421262607;98.7151108528224;306.3143553124977;75.9705338346788;44.45428153515476;21.19721048305507;23440.0;14361.0;12542.0;12757.0;1055.22;1002.32;10.0;25.0;15.0
1041;Bettant;ED;477;136.0;99.0;96.0;146.0;ED;429.0;123.0;136.0;25.0;145.0;3.168983193118798;133.76585268786;480.77623285541193;147.457914456727;51.03968156731693;34.285638649102815;25150.0;14361.0;12542.0;12757.0;0.0;0.0;60.0;55.0;45.0
1042;Bey;D;184;45.0;40.0;63.0;36.0;C;204.0;42.0;90.0;15.0;57.0;2.8368794326241136;53.0;184.0;53.0;50.69124423963134;28.11059907834101;25520.0;14361.0;12542.0;12757.0;255.67;163.8;5.0;10.0;10.0
1043;Beynost;D;2830;562.0;794.0;950.0;524.0;C;2891.0;626.0;1220.0;201.0;844.0;1.1723735668245714;946.498625335773;3067.6481046426734;921.853270021534;59.08129907030245;42.50394567372399;28730.0;14361.0;12542.0;12757.0;755.38;463.5;315.0;240.0;235.0
1044;Billiat;ED;301;69.0;78.0;72.0;82.0;ED;323.0;82.0;91.0;23.0;127.0;7.781970245024818;141.100460895767;406.50558421625897;121.393954887974;50.23867954314052;30.399415032332644;28550.0;14361.0;12542.0;12757.0;700.0;598.65;50.0;35.0;45.0
1045;Birieux;ED;158;15.0;32.0;49.0;62.0;ED;171.0;13.0;61.0;10.0;87.0;7.760588426404247;58.9762621477605;182.6505286960902;38.3732091561493;61.84656161091999;40.91501636743037;28180.0;14361.0;12542.0;12757.0;690.87;782.75;10.0;10.0;10.0
1046;Biziat;ED;485;73.0;90.0;147.0;175.0;ED;511.0;74.0;178.0;36.0;223.0;3.0992628317328608;183.750501111668;576.608642810256;136.640856078077;49.52695814136721;27.78058882690893;24260.0;14361.0;12542.0;12757.0;1283.95;1033.91;45.0;55.0;55.0
1047;Blyes;D;572;118.0;125.0;170.0;159.0;ED;698.0;120.0;228.0;54.0;296.0;2.549664607611375;325.153379687738;900.202480523455;125.644139788807;61.22613264830608;39.76623031885103;27110.0;14361.0;12542.0;12757.0;387.97;386.14;70.0;70.0;85.0
1049;La Boisse;D;1759;401.0;411.0;496.0;451.0;C;1803.0;416.0;651.0;125.0;611.0;1.1809643118185715;732.874210213182;2130.536569486409;537.589220300409;51.763845244908026;33.955352868332184;26780.0;14361.0;12542.0;12757.0;390.54;332.72;190.0;205.0;170.0
1050;Boissey;ED;187;34.0;14.0;56.0;83.0;ED;205.0;34.0;64.0;16.0;91.0;9.370803546055969;105.332360364307;235.7050272222004;48.9626124134927;43.10635828916272;18.800162631765826;23180.0;14361.0;12542.0;12757.0;710.55;817.39;15.0;25.0;20.0
1051;Bolozon;G;76;26.0;14.0;17.0;19.0;G;65.0;25.0;14.0;4.0;22.0;35.59449335629458;17.3009708737864;55.747572815534;25.9514563106796;51.21951219512199;29.26829268292688;23230.0;14361.0;12542.0;12757.0;517.9;530.4300000000001;10.0;10.0;5.0
1052;Bouligneux;D;225;38.0;39.0;97.0;51.0;ED;225.0;26.0;80.0;22.0;97.0;5.980282602261546;54.1700251757438;184.42882244573337;84.4011523785228;55.07028018704735;35.77556740020798;27630.0;14361.0;12542.0;12757.0;857.54;1036.0;5.0;15.0;15.0
1053;Bourg-en-Bresse;G;16939;5157.0;4339.0;4648.0;2795.0;C;15992.0;5057.0;5745.0;1165.0;4025.0;2.377600081823763;6825.733349613748;25629.08075225209;9610.18589813415;46.027566684124295;28.594957830584715;20210.0;14361.0;12542.0;12757.0;277.2;574.91;40.0;40.0;40.0
1054;Bourg-Saint-Christophe;ED;812;181.0;177.0;211.0;243.0;ED;904.0;187.0;311.0;67.0;339.0;1.464143117606404;352.12909691569;976.3715940208888;211.499309063421;64.37837894890542;43.73119982076812;27320.0;14361.0;12542.0;12757.0;526.53;1140.61;55.0;60.0;70.0
1056;Boyeux-Saint-Jérôme;ED;242;41.0;40.0;79.0;82.0;ED;259.0;56.0;75.0;29.0;99.0;21.5216791993848;71.9548130518123;202.2087341910037;87.836452757184;52.22965698286789;32.74996981382552;21640.0;14361.0;12542.0;12757.0;371.22;413.25;15.0;15.0;20.0
1057;Boz;ED;319;72.0;58.0;68.0;121.0;ED;310.0;75.0;89.0;18.0;128.0;5.57725278989025;111.170709283413;314.176749841506;83.652540875081;42.03407770589011;24.97671676778025;24300.0;14361.0;12542.0;12757.0;432.04;331.34;35.0;40.0;30.0
